,sentence,provenance,convention_civic,convention_domestic,convention_green,convention_industrial,convention_inspired,convention_market,convention_project,convention_renown
171,"even exceptions, which lack worth in this world because they are singular by nature, can be acknowledged when they are codified under the legal form of infringement (""infringements of the conditions of seniority"").",sci_article,1,0,0,0,0,0,0,0
172,"when actions are undertaken in legal forms, they give rise to procedures such as the production of transcripts (""the transcript of the election""), measures (""the establishment of measures""), or formalities.",sci_article,1,0,0,0,0,0,0,0
173,"thus the notification to the company of the election of a delegate in a registered letter with return receipt requested is an ""important formality,"" because ""the date of receipt of this letter marks, in principle, the starting date of the delegate\'s protected status"".",sci_article,1,0,0,0,0,0,0,0
174,"in the civic world, one attains worth by sacrifying particular and immediate interests, by transcending oneself, by refusing to place ""individual interests ahead of collective interests"".",sci_article,1,0,0,0,0,0,0,0
175,"thus militants renounce ""forms of action which only the immediate and sometimes personal interests of the workers are taken into account. this is the condition of solidarity.",sci_article,1,0,0,0,0,0,0,0
176,"but people\'s attachment to their own particular interests, their selfishness and their individualism, are such strong tendencies that the creation and maintenance of collectives requires a tireless struggle: ""a chapter cannot be created from one day to the next.",sci_article,1,0,0,0,0,0,0,0
177,"the building of this instrument demands constant struggle against the bosses, who are hostile toward its existence, and at times struggle against oneself"".",sci_article,1,0,0,0,0,0,0,0
178,collective persons are in fact confronted with a particular difficulty.,sci_article,1,0,0,0,0,0,0,0
179,"in order to exist, they must express themselves (the right for the union organization to act and express itself directly"") in declarations, yet they cannot take the floor except by borrowing the voice of a representative or of a responsible official who tends, as a private individual, to monopolize the interventions that belong to all.",sci_article,1,0,0,0,0,0,0,0
180,"it is thus necessary to ""control the elected officials"".",sci_article,1,0,0,0,0,0,0,0
181,"one may seek to prevent the dissolution of collective persons by codifying them, by subjecting them to a legal obligation, by consecrating them with reference to a legal framework.",sci_article,1,0,0,0,0,0,0,0
182,"a delegate may, for example, be authorized, ""invested with specific functions"" that are codified in texts (such as collective conventions), that define his status, acts relating to his competence and the incompatibilities that concern him: ""the mandate of delegate is incompatible with the mandate of administrator"".",sci_article,1,0,0,0,0,0,0,0
183,"when the obligation is not respected, subjection to a legal framework ultimately authorizes the collective person to ""take any needed steps,"" to take appropriate recourse (""appeal to the judge""), or to exclude the offender, which precipitates him back into a state of unworthiness.",sci_article,1,0,0,0,0,0,0,0
184,civic worth depends first and foremost on membership.,sci_article,1,0,0,0,0,0,0,0
185,the person who becomes a member gains in stature because he breaks out of his isolation.,sci_article,1,0,0,0,0,0,0,0
186,broad based membership on the part of the workers is what constitutes their worth.,sci_article,1,0,0,0,0,0,0,0
187,but it is the mechanism of representation that expresses the relation of worth in this world in a specific way.,sci_article,1,0,0,0,0,0,0,0
188,"the power of representation granted to a person who benefits from a mandate is what authorizes him to encompass others, to speak in their name, to be their spokesperson.",sci_article,1,0,0,0,0,0,0,0
189,representatives and delegates are more worthy because their mission is to translate and express the aspirations of the masses.,sci_article,1,0,0,0,0,0,0,0
190,"they have the capacity to represent the others\' interests, that is, to transform the interests of each into a collective interest: ""the feeling of dissatisfaction is spontaneous the sense that something is wrong.",sci_article,1,0,0,0,0,0,0,0
191,"the job then is to find out what is wrong, what has to be changed, and tum that into a demand"".",sci_article,1,0,0,0,0,0,0,0
192,"in the civic world, finally, in order to be legitimate, the relation of worth must be exercised within legal forms that define and limit representation according to the domain (political parties, unions, and so on), and according to time (the length of the mandate).",sci_article,1,0,0,0,0,0,0,0
193,"the legitimate representative must report back to the base, that is, to the people whose association constitutes the collective.",sci_article,1,0,0,0,0,0,0,0
194,the principal mode of relation in this world is the association that makes it possible to turn a multitude of individuals into a single person.,sci_article,1,0,0,0,0,0,0,0
195,"to create a collective, it is necessary to assemble, regroup, reunite, unify.",sci_article,1,0,0,0,0,0,0,0
196,"the capacity for collective action is manifested by recruiting, extending, implanting, or spurring initiatives: ""it may be a matter of an initiative on the part of some workers who, although in the minority, contemplate initiating an action"".",sci_article,1,0,0,0,0,0,0,0
197,"but this world, always inclined to lapse into the particular, requires conscious and active mobilization if it is to hold together.",sci_article,1,0,0,0,0,0,0,0
