text	confidence_value	confidence_level	data_provenance
Also, we develop the parallel framework of SnapNETS which speeds up its running time.	0.005610791966319084	Low	Semantic Scholar
Finally, we show how to use SnapNETS to detect anomaly in a sequence of dynamic networks.	0.00021281265071593225	Low	Semantic Scholar
For humans, this means being able to predict and adapt to robot movements.	0.002228665165603161	Low	Semantic Scholar
Participants were instructed to minimize the force applied on the robot end-effector.	0.0008143736631609499	Low	Semantic Scholar
Results showed that the applied force was significantly lower when the robot moved with a biological velocity pattern.	0.0021447590552270412	Low	Semantic Scholar
Therefore, such features should be considered in human–robot physical collaboration.	0.0019832123070955276	Low	Semantic Scholar
In this paper, we propose a segmentation algorithm that adapts to unannounced mutations of the data (i.e., data drifts).	0.0003031297237612307	Low	Semantic Scholar
We extract this sub-matrix, compute the modulus of its eigenvalues, and remove duplicates.	0.002299221931025386	Low	Semantic Scholar
The algorithm, called BEATS, is designed to tackle dynamic IoT streams, whose distribution changes over time.	0.0017230140510946512	Low	Semantic Scholar
We implement experiments with six datasets combining real, synthetic, real-world data, and data with drifts.	0.0038705160841345787	Low	Semantic Scholar
Compared to other segmentation methods like Symbolic Aggregate approXimation (SAX), BEATS shows significant improvements.	0.0007635269430465996	Low	Semantic Scholar
Trying it with classification and clustering algorithms it provides efficient results.	0.00048182651516981423	Low	Semantic Scholar
The datasets, code of the algorithm and the analysis results can be accessed publicly at: https: //github.com/auroragonzalez/BEATS.	0.0035443687811493874	Low	Semantic Scholar
Robotic manipulation often requires adaptation to changing environments.	0.000970850174780935	Low	Semantic Scholar
Such changes can be represented by a certain number of contextual variables that may be observed or sensed in different manners.	0.0023475014604628086	Low	Semantic Scholar
When learning and representing robot motion—usually with movement primitives, it is desirable to adapt the learned behaviors to the current context.	0.006458919961005449	Low	Semantic Scholar
In this letter, we propose an approach to obtain a generative model from a set of actions that share a common feature.	0.005704703275114298	Low	Semantic Scholar
Such feature, namely a contextual variable, is plugged into the model to generate motion.	0.002456593094393611	Low	Semantic Scholar
We append the contextual variable to the parameter space and obtain the number of Gaussian components, i.e., different actions in a dataset, through persistent homology.	0.0031409289222210646	Low	Semantic Scholar
Then, using multimodal Gaussian mixture regression we can retrieve the most likely actions given a contextual situation and execute them.	0.0021467632614076138	Low	Semantic Scholar
After actions are executed, we use reward-weighted responsibility GMM update the model after each execution.	0.0017291023395955563	Low	Semantic Scholar
Real robots usually cannot withstand the exploratory actions and suffer damage.	0.0011066688457503915	Low	Semantic Scholar
This problem can be circumvented by combining learning with a model-based control.	0.001463192980736494	Low	Semantic Scholar
Complete SLAM system was also tested in one indoor and one outdoor experiment.	0.0004321327432990074	Low	Semantic Scholar
In this letter, we propose a framework for task allocation in human-robot collaborative assembly planning.	0.00574446702376008	Low	Semantic Scholar
From this, nominal co-ordinated skill sequences for every agent are produced.	0.0007004677900113165	Low	Semantic Scholar
The layer beneath handles the concrete skill execution.	0.0014473047340288758	Low	Semantic Scholar
We present a formal mathematical analysis, which guarantees ultimate boundedness of all coordinates.	0.004009443800896406	Low	Semantic Scholar
Performed simulations bolster the proposed approach.	0.0008651376701891422	Low	Semantic Scholar
Early reviews of a product tend to have a high impact on the subsequent product sales.	0.0023457487113773823	Low	Semantic Scholar
In specific, we divide product lifetime into three consecutive stages, namely early, majority, and laggards.	0.0031684208661317825	Low	Semantic Scholar
A user who has posted a review in the early stage is considered as an early reviewer.	0.000722401833627373	Low	Semantic Scholar
We have found that (1) an early reviewer tends to assign a higher average rating score; and (2) an early reviewer tends to post more helpful reviews.	0.0039138831198215485	Low	Semantic Scholar
Our analysis of product reviews also indicates that early reviewers ’ ratings and their received helpfulness scores are likely to influence product popularity.	0.0052023595198988914	Low	Semantic Scholar
The assumption of scene rigidity is typical in SLAM algorithms.	0.002082111779600382	Low	Semantic Scholar
In this letter we present DynaSLAM, a visual SLAM system that, building on ORB-SLAM2, adds the capabilities of dynamic object detection and background inpainting.	0.0052976664155721664	Low	Semantic Scholar
DynaSLAM is robust in dynamic scenarios for monocular, stereo, and RGB-D configurations.	0.000780867354478687	Low	Semantic Scholar
We evaluate our system in public monocular, stereo, and RGB-D datasets.	0.0013423713389784098	Low	Semantic Scholar
DynaSLAM outperforms the accuracy of standard visual SLAM baselines in highly dynamic scenarios.	0.005808515474200249	Low	Semantic Scholar
This study presented a prestressed soft gripper fabricated with 3-D printing technology.	0.0011644401820376515	Low	Semantic Scholar
The chamber part was stretched longitudinally and sealed by gluing the cover onto it.	0.0019763861782848835	Low	Semantic Scholar
The actuator was then released, and an initial curl occurred due to the remaining prestress.	0.0014022465329617262	Low	Semantic Scholar
Finite element (FE) simulations were performed to validate this concept and the designed structure.	0.001535451621748507	Low	Semantic Scholar
We show that a synthetic fiber rope can be modeled by Flory's model, and that it can be reduced to a conventional four-element model with sufficient preloading.	0.002143161604180932	Low	Semantic Scholar
Consequently, we show that synthetic fiber ropes achieved comparable bandwidth to that of the stainless wire rope.	0.0007749928627163172	Low	Semantic Scholar
The damping of synthetic fiber ropes was found to suppress the servo system gain.	0.001185016823001206	Low	Semantic Scholar
In this paper, we propose a Recurrent Log-BiLinear (RLBL) model.	0.0007576000643894076	Low	Semantic Scholar
It can model multiple types of behaviors in historical sequences with behavior-specific transition matrices.	0.002985403873026371	Low	Semantic Scholar
