	text	provenance	convention	old	new
75	the report also includes sections on investment in physical infrastructure and target sectors investment in human capital and societal infrastructure restating that a green economy must contribute to the millennium development goals mdgs enabling the transition towards a green economy with the following sub sections on mainstreaming environmental and social integration public and private financing full cost pricing sustainable trade assessment and indicators.	pdf	green	1	1
76	innovation and technology transfer and the way forward for the united nations system.	pdf	green	1	1
77	particular emphasis is placed on the rio conference and its potential to send a powerful signal to governments business and civil society around the world of the determination of the united nations to deliver as one on a green economy transformation for sustainable development and poverty eradication.	pdf	green	1	1
78	working towards a balanced and inclusive green economy.	pdf	green	1	1
79	 united nations. a guide to the green economy green economy briefing papers unep under its green economy initiative unep prepared a series of nine green economy briefing papers on priority issues for the transformation towards a green economy poverty reduction advisory services health indicators trade finance employment valuing nature and innovation.	pdf	green	1	1
80	each brief provides an overview of the issue the way forward and outlines what unep is doing to address the issue.	pdf	green	1	1
81	green economy policy briefs key issues for the transformation towards the green economy unep.	pdf	green	1	1
82	ned in the transition to a green economy given their the report highlights that ldcs are well positiolow carbon profile and rich natural capital assets.	pdf	green	1	1
83	key sectors for greening economies include energy access waste ecotourism agriculture sustainable urbanisation and forestry.	pdf	green	1	1
84	through targeted spending appropriate national policies and incentives government help encourage grinvestment both public and private.	pdf	green	1	1
85	international cooperation will also be essential to complement national actions of ldcs in particular access to financing.	pdf	green	1	1
86	citation unep unctad un ohrlls.	pdf	green	1	1
87	what a green economy matters for least developed countries unep.	pdf	green	1	1
88	 united nations. a guide to the green economy measuring progress towards a green economy unep this draft working paper prepared by unep introduces a framework for the use of indicators in developing and tracking green economy policies.	pdf	green	1	1
89	the objective is to provide brief guidance on the use of indicators in major stages of policymaking using environmental issues as an illustrative entry point.	pdf	green	1	1
90	section introduces the indicators for environmental issues and targets.	pdf	green	1	1
91	section discusses indicators for environmental policy interventions.	pdf	green	1	1
92	section focuses on indicators that show the impacts of policy interventions on well being and social equity beyond the environmental realm.	pdf	green	1	1
